component,check,status,expected,actual,interpretation
L2 CG hit path,power_api_audit_final_rows,pass,"all power API audit rows are final_candidate with total-energy delta, GPU/device scope, and expected semantics",rows=72,"strict package must keep the power measurement matrix gate traceable, not just the final copied coefficients"
L2 CG hit path,ncu_summary_counter_schema,pass,NCU summary artifact has hit-rate/access/byte/stall columns and component-relevant ok mode rows,"rows=13, modes=7","reported coefficients must remain traceable to NCU cache hit rate, access count, byte traffic, Tensor instruction, and stall evidence"
L2 CG hit path,ncu_summary_coordinate_alignment,pass,"component-relevant NCU ok rows match strict detail coordinates: mode,W_SM_KiB,blocks_per_SM,active_SM,reuse_factor,load_repeat,store_repeat",expected=2;matched=2,"mode-level NCU validation is insufficient if the sidecar was collected with different occupancy, working-set, active-SM, or factor settings"
L2 CG hit path,ncu_evidence_summary_fields,pass,"strict summary row exposes same-coordinate NCU evidence rows, treatment metric rows, component-relevant counter summaries, and ncu_actual_exact denominator source for memory pJ/bit components","coordinate_rows=2,metric_rows=2,modes=l2_cg_load_only",a passing artifact path is not enough; the report table itself must surface the NCU hit/access/byte/stall evidence used to interpret each coefficient
hierarchy,l2_greater_than_shared,pass,L2 median > Shared median,"L2=1.13107, Shared=0.17059",strict results should preserve the broad hierarchy order
hierarchy,l2_greater_than_l1,pass,L2 median > L1 median,"L2=1.13107, L1=0.173483",strict results should preserve the broad hierarchy order
hierarchy,shared_l1_same_order,pass,"max(shared,L1)/min(shared,L1) <= 2",1.01696,shared scalar and global L1 are different paths but should be same-order
Tensor MMA incremental,hard_plausibility_range,pass,0.001 <= median <= 10 pJ/FLOP,median=0.129216 pJ/FLOP,"broad order-of-magnitude gate for effective coefficients; failure usually means unit, NCU denominator, power source, or path attribution must be rechecked before reporting"
Shared scalar path,hard_plausibility_range,pass,0.001 <= median <= 10 pJ/bit,median=0.17059 pJ/bit,"broad order-of-magnitude gate for effective coefficients; failure usually means unit, NCU denominator, power source, or path attribution must be rechecked before reporting"
Global L1 hit path,hard_plausibility_range,pass,0.001 <= median <= 10 pJ/bit,median=0.173483 pJ/bit,"broad order-of-magnitude gate for effective coefficients; failure usually means unit, NCU denominator, power source, or path attribution must be rechecked before reporting"
L2 CG hit path,hard_plausibility_range,pass,0.01 <= median <= 30 pJ/bit,median=1.13107 pJ/bit,"broad order-of-magnitude gate for effective coefficients; failure usually means unit, NCU denominator, power source, or path attribution must be rechecked before reporting"
